0;0;0;1;0;33;37
0;0;1;1;0;33;37
0;0;1;0;0;32;37
0;0;1;0;0;33;37
0;0;1;0;0;33;37
0;0;1;0;0;33;37
0;1;1;0;0;32;37
0;1;0;0;0;33;37
0;1;0;0;0;35;35
0;1;0;0;0;33;37
0;1;0;0;0;33;37
0;1;0;0;0;29;41
0;1;0;0;0;31;40
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;33;37
0;1;1;0;0;33;37
0;0;1;0;0;35;35
0;0;1;0;0;37;33
0;0;1;0;0;35;35
0;0;0;1;0;38;31
0;0;0;1;0;47;23
0;0;0;1;0;55;15
0;0;0;0;0;56;13
0;0;0;0;0;56;14
0;0;0;0;0;57;13
0;0;0;1;0;57;13
0;0;0;1;0;57;13
0;0;0;1;0;53;17
0;0;1;0;0;47;23
0;1;1;0;0;35;35
0;1;1;0;0;33;37
0;0;1;0;0;34;35
0;0;1;0;0;37;33
0;0;0;1;0;37;35
0;0;0;1;0;38;31
0;0;0;1;0;48;21
0;0;0;0;0;50;19
0;0;0;0;0;52;17
0;0;0;0;0;53;17
0;0;0;1;0;50;19
0;0;0;1;0;49;21
0;0;0;1;0;51;19
0;0;1;0;0;53;17
0;0;1;0;0;49;21
0;1;0;0;0;41;29
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;37;33
0;1;0;0;0;44;25
0;1;1;0;0;47;23
0;1;0;0;0;43;27
0;1;0;0;0;45;25
0;1;0;0;0;39;31
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;33;37
0;1;1;0;0;35;35
0;0;1;0;0;37;33
0;0;1;0;0;36;33
0;0;1;0;0;39;31
0;0;1;0;0;42;27
0;0;1;0;0;51;19
0;0;1;0;0;50;19
0;0;1;0;0;50;19
0;1;0;0;0;44;25
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;33;37
0;1;0;0;0;32;37
0;1;0;0;0;33;37
0;1;0;0;0;33;37
0;1;0;0;0;33;37
0;1;0;0;0;33;37
0;1;0;0;0;35;35
0;1;0;0;0;33;37
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;36;33
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;36;33
0;1;0;0;0;36;34
0;1;0;0;0;35;35
0;0;0;0;0;34;35
0;0;0;0;0;34;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;37;33
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;37;33
0;0;0;0;0;35;35
0;0;0;0;0;34;35
0;0;0;0;0;35;35
0;0;0;0;0;34;35
0;0;0;0;0;34;35
0;0;0;0;0;35;35
0;0;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;34;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;35
0;1;0;0;0;35;34
